localid,Language,collection,label,description ,definition,status
51,it,morfo_st,51,rilievi di bassa e alta montagna a media  e alta pendenza con drenaggio subparallelo,rilievi di bassa e alta montagna a media  e alta pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
52,it,morfo_st,52,rilievi di alta montagna ad alta pendenza con drenaggio subparallelo o angolato,rilievi di alta montagna ad alta pendenza con drenaggio subparallelo o angolato,https://inspire.ec.europa.eu/registry/status/valid
53,it,morfo_st,53,rilievi di alta montagna ad alta pendenza  e scoscesi con drenaggio angolato,rilievi di alta montagna ad alta pendenza  e scoscesi con drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
54,it,morfo_st,54,rilievi di alta montagna ad alta pendenza e scoscesi con drenaggio da disordinato ad angolato,rilievi di alta montagna ad alta pendenza e scoscesi con drenaggio da disordinato ad angolato,https://inspire.ec.europa.eu/registry/status/valid
55,it,morfo_st,55,rilievi di bassa collina a bassa e media pendenza con drenaggio angolato,rilievi di bassa collina a bassa e media pendenza con drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
56,it,morfo_st,56,rilievi di bassa collina a bassa e media pendenza con drenaggio subdendritico,rilievi di bassa collina a bassa e media pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
57,it,morfo_st,57,piana alluvionale con terrazzi e conoidi,piana alluvionale con terrazzi e conoidi,https://inspire.ec.europa.eu/registry/status/valid
58,it,morfo_st,58,rilievi di bassa collina e bassa pendenza con drenaggio subdendritico,rilievi di bassa collina e bassa pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
59,it,morfo_st,59,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con drenaggio da angolato a subparallelo,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con drenaggio da angolato a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
6,it,morfo_st,6,bassa collina a pendenza bassa e media con drenaggio subparallelo,bassa collina a pendenza bassa e media con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
60,it,morfo_st,60,rilievi di bassa montagna ad alta pendenza e scoscesi con drenaggio da subparallelo ad angolato,rilievi di bassa montagna ad alta pendenza e scoscesi con drenaggio da subparallelo ad angolato,https://inspire.ec.europa.eu/registry/status/valid
61,it,morfo_st,61,rilievi di bassa montagna a media e alta pendenza con colline e drenaggio angolato,rilievi di bassa montagna a media e alta pendenza con colline e drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
62,it,morfo_st,62,rilievi di alta collina e bassa montagna a media e alta pendenza con drenaggio parallelo,rilievi di alta collina e bassa montagna a media e alta pendenza con drenaggio parallelo,https://inspire.ec.europa.eu/registry/status/valid
63,it,morfo_st,63,rilievi di bassa e media collina a bassa e media pendenza con drenaggio subdendritico,rilievi di bassa e media collina a bassa e media pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
64,it,morfo_st,64,rilievi di bassa e media collina a media pendenza con drenaggio subdendritico,rilievi di bassa e media collina a media pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
65,it,morfo_st,65,rilievi di bassa e media collina con scarpate e superfici strutturali sommitali,rilievi di bassa e media collina con scarpate e superfici strutturali sommitali,https://inspire.ec.europa.eu/registry/status/valid
66,it,morfo_st,66,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con drenaggio subdendritico e angolato,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con drenaggio subdendritico e angolato,https://inspire.ec.europa.eu/registry/status/valid
67,it,morfo_st,67,rilievi di bassa montagna ad alta pendenza con drenaggio subparallelo,rilievi di bassa montagna ad alta pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
68,it,morfo_st,68,rilievi di bassa montagna a debole e media pendenza con drenaggio subparallelo,rilievi di bassa montagna a debole e media pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
69,it,morfo_st,69,rilievi di bassa montagna a media e alta pendenza con drenaggio subdendritico,rilievi di bassa montagna a media e alta pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
7,it,morfo_st,7,bassa collina a pendenza media con drenaggio subdendritico,bassa collina a pendenza media con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
70,it,morfo_st,70,rilievi di bassa montagna a media e alta pendenza con drenaggio subparallelo,rilievi di bassa montagna a media e alta pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
71,it,morfo_st,71,rilievi di bassa montagna e alta collina a media e alta pendenza con ripiani con drenaggio subparallelo,rilievi di bassa montagna e alta collina a media e alta pendenza con ripiani con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
72,it,morfo_st,72,rilievi di bassa montagna a media ed alta pendenza con drenaggio subparallelo o parallelo,rilievi di bassa montagna a media ed alta pendenza con drenaggio subparallelo o parallelo,https://inspire.ec.europa.eu/registry/status/valid
73,it,morfo_st,73,rilievi di bassa montagna a media ed alta pendenza con forme carsiche e drenaggio disordinato,rilievi di bassa montagna a media ed alta pendenza con forme carsiche e drenaggio disordinato,https://inspire.ec.europa.eu/registry/status/valid
74,it,morfo_st,74,rilievi di alta collina e bassa montagna a media pendenza con drenaggio da subparallelo ad angolato,rilievi di alta collina e bassa montagna a media pendenza con drenaggio da subparallelo ad angolato,https://inspire.ec.europa.eu/registry/status/valid
75,it,morfo_st,75,rilievi di bassa montagna (montano inferiore e superiore) ad alta pendenza e scoscesi con forme carsiche e drenaggio disordinato,rilievi di bassa montagna (montano inferiore e superiore) ad alta pendenza e scoscesi con forme carsiche e drenaggio disordinato,https://inspire.ec.europa.eu/registry/status/valid
76,it,morfo_st,76,rilievi di bassa montagna ad alta pendenza con drenaggio disordinato,rilievi di bassa montagna ad alta pendenza con drenaggio disordinato,https://inspire.ec.europa.eu/registry/status/valid
77,it,morfo_st,77,rilievi di bassa montagna a media pendenza con drenaggio subdendritico,rilievi di bassa montagna a media pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
78,it,morfo_st,78,rilievi di bassa montagna a media pendenza con drenaggio subparallelo,rilievi di bassa montagna a media pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
79,it,morfo_st,79,rilievi di bassa montagna con ripiani a bassa e media pendenza con forme carsiche e drenaggio parallelo,rilievi di bassa montagna con ripiani a bassa e media pendenza con forme carsiche e drenaggio parallelo,https://inspire.ec.europa.eu/registry/status/valid
8,it,morfo_st,8,bassa e media collina a bassa e media pendenza e drenaggio subdendritico,bassa e media collina a bassa e media pendenza e drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
80,it,morfo_st,80,rilievi di bassa montagna da bassa a media pendenza con drenaggio da subdendritico a subparallelo,rilievi di bassa montagna da bassa a media pendenza con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
81,it,morfo_st,81,rilievi di bassa montagna e alta collina a media ed alta pendenza con drenaggio da subdendritico a subparallelo,rilievi di bassa montagna e alta collina a media ed alta pendenza con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
82,it,morfo_st,82,rilievi di bassa montagna e di alta collina a bassa pendenza con ripiani sommitali con drenaggio angolato o poco organizzato,rilievi di bassa montagna e di alta collina a bassa pendenza con ripiani sommitali con drenaggio angolato o poco organizzato,https://inspire.ec.europa.eu/registry/status/valid
83,it,morfo_st,83,"rilievi di bassa, media e alta collina ad alta pendenza con drenaggio subparallelo","rilievi di bassa, media e alta collina ad alta pendenza con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
84,it,morfo_st,84,rilievi di media collina a media pendenza con drenaggio da subdendritico a subparallelo,rilievi di media collina a media pendenza con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
85,it,morfo_st,85,rilievi di alta montagna ad alta pendenza con drenaggio angolato,rilievi di alta montagna ad alta pendenza con drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
86,it,morfo_st,86,rilievi di media e alta collina con forme carsiche a media pendenza con drenaggio disordinato,rilievi di media e alta collina con forme carsiche a media pendenza con drenaggio disordinato,https://inspire.ec.europa.eu/registry/status/valid
87,it,morfo_st,87,rilievi di  alta collina a bassa e media pendenza con drenaggio subdendritico,rilievi di  alta collina a bassa e media pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
88,it,morfo_st,88,rilievi di media e alta collina a media pendenza con drenaggio da subdendritico a subparallelo,rilievi di media e alta collina a media pendenza con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
89,it,morfo_st,89,rilievi di media e alta collina a media  pendenza con drenaggio subdendritico,rilievi di media e alta collina a media  pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
9,it,morfo_st,9,bassa e media collina a pendenza bassa e media con drenaggio subparallelo,bassa e media collina a pendenza bassa e media con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
90,it,morfo_st,90,rilievi di alta collina e bassa montagna a media e alta pendenza con drenaggio subparallelo,rilievi di alta collina e bassa montagna a media e alta pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
91,it,morfo_st,91,rilievi di media e bassa collina a bassa e media pendenza con drenaggio dendritico,rilievi di media e bassa collina a bassa e media pendenza con drenaggio dendritico,https://inspire.ec.europa.eu/registry/status/valid
92,it,morfo_st,92,rilievi di media e bassa collina a media e alta pendenza con drenaggio da subdendritico a subparallelo,rilievi di media e bassa collina a media e alta pendenza con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
93,it,morfo_st,93,rilievi di media e bassa collina ad alta pendenza con drenaggio subdendritico,rilievi di media e bassa collina ad alta pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
94,it,morfo_st,94,rilievi di alta collina e bassa montagna ad alta pendenza con drenaggio subparallelo,rilievi di alta collina e bassa montagna ad alta pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
95,it,morfo_st,95,rilievi di media ed alta collina a media pendenza con drenaggio dendritico,rilievi di media ed alta collina a media pendenza con drenaggio dendritico,https://inspire.ec.europa.eu/registry/status/valid
96,it,morfo_st,96,rilievi di media ed alta collina e basse colline a media pendenza con drenaggio subparallelo,rilievi di media ed alta collina e basse colline a media pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
97,it,morfo_st,97,rilievi montani  ad alta pendenza con drenaggio radiale,rilievi montani  ad alta pendenza con drenaggio radiale,https://inspire.ec.europa.eu/registry/status/valid
98,it,morfo_st,98,"rilievi vulcanici di alta montagna a pendenza media e scoscesi e bassa montagna a debole pendenza, con drenaggio scarsamente espresso","rilievi vulcanici di alta montagna a pendenza media e scoscesi e bassa montagna a debole pendenza, con drenaggio scarsamente espresso",https://inspire.ec.europa.eu/registry/status/valid
